number,section,title,basis,result,nonconformity,note
188,Контроль в области использования и охраны водных объектов,"Заключен абонентом, объекты капитального строительства которого подключены (технологически присоединены) к централизованной системе водоснабжения и не подключены (технологически не присоединены) к централизованной системе водоотведения, договор водоотведения с гарантирующей организацией либо договор с организацией, осуществляющей вывоз жидких бытовых отходов и имеющей договор водоотведения с гарантирующей организацией",часть 5 статьи 7 Закона N 416-ФЗ,0,,
189,Контроль в области использования и охраны водных объектов,"Статистическая отчетность по форме №2-ОС ""Сведения о выполнении водохозяйственных и водоохранных работ на водных объектах"" корректна и предоставлена в установленные сроки",Приказ Росстата от 28.08.2012 №469,1,,
190,"Контроль за геологическим изучением, рациональным использованием и охраной недр","У пользователя недр, осуществляющего добычу полезных ископаемых, имеются горноотводный акт и графические приложения, удостоверяющие уточненные границы горного отвода.","статья 7 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""; пункт 2 Правил подготовки и оформления документов, удостоверяющих уточненные границы горного отвода, утвержденных постановлением Правительства Российской Федерации от 16.09.2020 № 1465",1,,
191,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Имеется разрешение (лицензия) на осуществление соответствующих видов деятельности, связанных с пользованием недрами.","статья 11 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
192,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Выполняются условия, установленные лицензией на пользование недрами.","пункт 10 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
193,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Пользователем недр обеспечивается проведение государственной экспертизы запасов полезных ископаемых.,"пункт 4 статьи 23, статья 29 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
194,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Пользователем недр обеспечивается соблюдение требований технических проектов, планов или схем развития горных работ.","пункт 2 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""; Правила разработки месторождений углеводородного сырья, утвержденные приказом Министерства природных ресурсов и экологии Российской Федерации от 14.06.2016 № 356",1,,
195,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Пользователем недр обеспечивается соблюдение требований по рациональному использованию и охране недр.,"пункт 7 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
196,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Пользователем недр обеспечивается своевременное и правильное внесение платежей за пользование недрами.,"пункт 10 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
197,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Пользователь недр, осуществляющий разведку месторождений и добычу полезных ископаемых, представляет государственную отчетность в установленном порядке в федеральный фонд геологической информации и его территориальные фонды.","Порядок представления государственной отчетности пользователями недр, осуществляющими разведку месторождений и добычу полезных ископаемых, в федеральный фонд геологической информации и его территориальные фонды, а также в фонды геологической информации субъектов Российской Федерации, если пользование недрами осуществляется на участках недр местного значения, утвержденный приказом Министерства природных ресурсов и экологии Российской Федерации от 17.08.2016 № 434",1,,
198,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Пользователем недр производится ликвидация в установленном порядке горных выработок и буровых скважин, не подлежащих использованию.","пункт 9 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",0,,
199,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Пользователем недр обеспечивается приведение участков земли и других природных объектов, нарушенных при пользовании недрами, в состояние, пригодное для их дальнейшего использования.","пункт 8 части 2 статьи 22 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
200,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Пользователем недр обеспечивается предотвращение загрязнения недр при проведении работ, связанных с пользованием недрами при: - подземном хранении нефти, газа или иных веществ и материалов; - захоронении отходов I - V классов опасности; - сбросе сточных вод; - размещении в пластах горных пород попутных вод и вод, использованных пользователями недр для собственных производственных и технологических нужд.","пункт 8 части 1 статьи 23 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",0,,
201,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Соблюдается запрет на самовольное пользование недрами.,"пункт 1 части 1 статьи 23 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""",1,,
202,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Вред, причиненный недрам вследствие нарушения законодательства Российской Федерации о недрах возмещен.","статья 51 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах""; Правила расчета размера вреда, причиненного недрам вследствие нарушения законодательства Российской Федерации о недрах, утвержденные постановлением Правительства Российской Федерации от 04.07.2013 № 564",1,,
203,"Контроль за геологическим изучением, рациональным использованием и охраной недр","При проектировании, строительстве, реконструкции, вводе в эксплуатацию, эксплуатации водозаборных сооружений, связанных с использованием подземных водных объектов, предусмотрены меры по предотвращению негативного воздействия таких сооружений на поверхностные водные объекты и другие объекты окружающей среды.",пункт 5 статьи 59 Водного кодекса Российской Федерации от 03.06.2006 № 74-ФЗ,0,,
204,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Предотвращается поступление загрязняющих веществ с поверхности земли, из отстойников и прудов-накопителей, подземных сооружений (канализационных коллекторов и трубопроводов) в подземные воды путем устройства защитных инженерных сооружений и непроницаемых экранов с учетом опасных инженерно-геологических и иных процессов.","подпункт ""б"" пункта 5 Правил охраны подземных водных объектов, утвержденных постановлением Правительства Российской Федерации от 11.02.2016 № 94",1,,
205,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Определено должностное лицо, ответственное за исправное состояние и безопасную оборудования и сооружений хозяйства водоснабжения",пункт 5.9 СТО Газпром 2-1.10-895-2014,1,,
206,"Контроль за геологическим изучением, рациональным использованием и охраной недр","На объектах, являющихся потенциальными источниками загрязнения подземных вод, оборудованы наблюдательные скважины.","подпункт ""в"" пункта 5 Правил охраны подземных водных объектов, утвержденных постановлением Правительства Российской Федерации от 11.02.2016 № 94",0,,
207,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Проводится наблюдение за химическим, радиологическим и микробиологическим состоянием подземных вод путем анализа проб воды в эксплуатационных водозаборных и наблюдательных скважинах.","подпункт ""г"" пункта 5 Правил охраны подземных водных объектов, утвержденных постановлением Правительства Российской Федерации от 11.02.2016 № 94",1,,
208,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Проводится наблюдение за режимом измерений уровней подземных вод в эксплуатационных водозаборных и наблюдательных скважинах.,"подпункт ""г"" пункта 5 Правил охраны подземных водных объектов, утвержденных постановлением Правительства Российской Федерации от 11.02.2016 № 94",1,,
209,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Эксплуатационные и резервные скважины на водозаборах подземных вод оборудованы приборами учета объема добычи подземных вод и устройствами для измерения уровней подземных вод.,"абзац первый пункта 8 Правил охраны подземных водных объектов, утвержденных постановлением Правительства Российской Федерации от 11.02.2016 № 94",1,,
210,"Контроль за геологическим изучением, рациональным использованием и охраной недр",При использовании водных объектов выполняются требования по: - ведению в установленном порядке учета объема забора (изъятия) водных ресурсов; - представлению бесплатно и в установленные сроки результатов такого учета и таких регулярных наблюдений в территориальный орган Федерального агентства водных ресурсов,"Приказ Минприроды России от 09.11.2020 № 903 ""Об утверждении порядка ведения собственниками водных объектов и водопользователями учета объема забора (изъятия) водных ресурсов из водных объектов и объема сброса сточных, в том числе дренажных, вод, их качества""",1,,
211,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Соблюдается требования по косвенному учету объема забора (изъятия) водных ресурсов в случае выхода из строя водоизмерительного устройства,"пункт 10 приказ Минприроды России от 09.11.2020 № 903 ""Об утверждении порядка ведения собственниками водных объектов и водопользователями учета объема забора (изъятия) водных ресурсов из водных объектов и объема сброса сточных, в том числе дренажных, вод, их качества""",1,,
212,"Контроль за геологическим изучением, рациональным использованием и охраной недр",На водозаборные сооружения разработан и согласован в установленном порядке проект зон санитарной охраны,"СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
213,"Контроль за геологическим изучением, рациональным использованием и охраной недр",На проект зон санитарной охраны получено положительное санитарно-эпидемиологическое заключение,"статья 18 Федерального закона от 30.03.1999 N 52-ФЗ ""О санитарно-эпидемиологическом благополучии населения""",1,,
214,"Контроль за геологическим изучением, рациональным использованием и охраной недр",На деятельность по эксплуатации водозаборных сооружений в целях организации хозяственно-питьевого водоснабжения получено положительное санитарно-эпидемиологическое заключение,"статья 19 Федерального закона от 30.03.1999 N 52-ФЗ ""О санитарно-эпидемиологическом благополучии населения""",1,,
215,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Разработана и согласована в установленном порядке Программа производственного контроля качества питьевой воды,"статья 19 Федерального закона от 30.03.1999 N 52-ФЗ ""О санитарно-эпидемиологическом благополучии населения""",1,,
216,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Территория первого пояса ЗСО должна быть спланирована для отвода поверхностного стока за ее пределы, озеленена, ограждена и обеспечена охраной. Дорожки к сооружениям должны иметь твердое покрытие","пункт 3.2.1.1 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",2,"Территория зон санитарной охраны строгого режима (I пояса) водозаборов ГКС-1, ГКС-3 организована с нарушением санитарных норм.",
217,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Ограждение первого пояса ЗСО обеспечивает защиту места водозабора и водозаборных сооружений от случайного или умышленного загрязнения и повреждения,"пункт 1.5 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
218,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Не допускается посадка высокоствольных деревьев, все виды строительства, не имеющие непосредственного отношения к эксплуатации, реконструкции и расширению водопроводных сооружений, в том числе прокладка трубопроводов различного назначения, размещение жилых и хозяйственно - бытовых зданий, проживание людей, применение ядохимикатов и удобрений","пункт 3.2.1.2 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
219,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Здания оборудованы канализацией с отведением сточных вод в ближайшую систему бытовой или производственной канализации или на местные станции очистных сооружений, расположенные за пределами первого пояса ЗСО с учетом санитарного режима на территории второго пояса","пункт 3.2.1.3 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
220,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Водопроводные сооружения, расположенные в первом поясе зоны санитарной охраны, оборудованы с учетом предотвращения возможности загрязнения питьевой воды через оголовки и устья скважин, люки и переливные трубы резервуаров и устройства заливки насосов","пункт 3.2.1.4 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",2,1.Скважина №54679 водозабора ГКС-3 оборудована без учета предотвращения возможности загрязнения питьевой воды через оголовки и устья скважин. 2.Подтопление колодца скважины №58976 водозабора ГКС-4.,
221,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Все водозаборы оборудованы аппаратурой для систематического контроля соответствия фактического дебита при эксплуатации водопровода проектной производительности, предусмотренной при его проектировании и обосновании границ ЗСО","пункт 3.2.1.5 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
222,"Контроль за геологическим изучением, рациональным использованием и охраной недр","На территории ЗСО 2 и 3 поясов осуществляется выявление, тампонирование или восстановление всех старых, бездействующих, дефектных или неправильно эксплуатируемых скважин, представляющих опасность в части возможности загрязнения водоносных горизонтов","пункт 3.2.2.1 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
223,"Контроль за геологическим изучением, рациональным использованием и охраной недр","На территории ЗСО 2 и 3 поясов соблюдается запрет на бурение новых скважин и новое строительство, связанное с нарушением почвенного покрова, производится при обязательном согласовании с центром государственного санитарно - эпидемиологического надзора","пункт 3.2.2.2 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
224,"Контроль за геологическим изучением, рациональным использованием и охраной недр","На территории ЗСО 2 и 3 поясов запрещение закачки отработанных вод в подземные горизонты, подземного складирования твердых отходов и разработки недр земли","пункт 3.2.2.3 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
225,"Контроль за геологическим изучением, рациональным использованием и охраной недр","На территории ЗСО 2 и 3 поясов запрещение размещения складов горюче - смазочных материалов, ядохимикатов и минеральных удобрений, накопителей промстоков, шламохранилищ и других объектов, обусловливающих опасность химического загрязнения подземных вод","пункт 3.2.2.4 СанПиН 2.1.4.1110-02 ""Зоны санитарной охраны источников водоснабжения и водопроводов питьевого назначения""",1,,
226,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Средства измерения, эксплуатируемые на оборудовании и сооружениях хозяйства водоснабжения и водоотведения проходят периодическую поверку","статья 12 Федерального закона от 26.06.2008 N 102-ФЗ ""Об обеспечени единства измерений""",1,,
227,"Контроль за геологическим изучением, рациональным использованием и охраной недр",Сведения о выполнении условий пользования недрами при добыче питьевых и технических подземных вод (форма № 4-ЛС) предоставлены,Приказ Росстата от 07.07.2011 №308,1,,
228,"Контроль за геологическим изучением, рациональным использованием и охраной недр","Имеются уточненные границы горного отвода, в виде горноотводного акта и графических приложений, в которые включаются план горного отвода с ведомостью координат угловых точек горного отвода, план границ горного отвода и разрезы участка недр, составленные по форме, установленной Федеральной службой по экологическому, технологическому и атомному надзору (для водозаборов с дебитом более 100 куб. м.в сутки)","статья 7 Закона Российской Федерации от 21.02.1992 № 2395-1 ""О недрах"";",1,,
229,Контроль в области охраны животного мира,В случае пересечения реки трубопровод заглубляется и фиксируется (для предотвращения всплытия),"пункт 23 Постановление Правительства РФ от 31.05.2025 N 813 ""Об утверждении требований к предотвращению гибели объектов животного мира при осуществлении производственных процессов, а также при эксплуатации транспортных магистралей, трубопроводов и линий связи и электропередачи""",1,,
230,Контроль в области охраны животного мира,"После завершения строительства, реконструкции или ремонта трубопровода запрещается оставлять неубранные конструкции, оборудование и незасыпанные участки траншей.","пункт 25 Постановление Правительства РФ от 31.05.2025 N 813 ""Об утверждении требований к предотвращению гибели объектов животного мира при осуществлении производственных процессов, а также при эксплуатации транспортных магистралей, трубопроводов и линий связи и электропередачи""",1,,
231,Контроль в области охраны животного мира,"При проектировании и строительстве линий связи и электропередачи должны предусматриваться меры по предотвращению и сокращению риска гибели птиц в случае соприкосновения с токонесущими проводами на участках их прикрепления к конструкциям опор, а также при столкновении с проводами во время пролета птиц.","пункт 27 Постановление Правительства РФ от 31.05.2025 N 813 ""Об утверждении требований к предотвращению гибели объектов животного мира при осуществлении производственных процессов, а также при эксплуатации транспортных магистралей, трубопроводов и линий связи и электропередачи""",0,,
232,Контроль в области охраны животного мира,"Линии электропередачи при их проектировании и строительстве должны оснащаться специальными птицезащитными устройствами, препятствующими прикосновению птиц к токонесущим проводам.","пункт 27 Постановление Правительства РФ от 31.05.2025 N 813 ""Об утверждении требований к предотвращению гибели объектов животного мира при осуществлении производственных процессов, а также при эксплуатации транспортных магистралей, трубопроводов и линий связи и электропередачи""",0,,
233,Контроль в области охраны животного мира,Запрещается использование в качестве специальных птицезащитных устройств неизолированных металлических конструкций.,"пункт 27 Постановление Правительства РФ от 31.05.2025 N 813 ""Об утверждении требований к предотвращению гибели объектов животного мира при осуществлении производственных процессов, а также при эксплуатации транспортных магистралей, трубопроводов и линий связи и электропередачи""",1,,
234,Контроль в области охраны животного мира,"При территориальном планировании, градостроительном зонировании, планировке территории, архитектурно-строительном проектировании, строительстве, реконструкции, капитальном ремонте объектов капитального строительства, внедрении новых технологических процессов и осуществлении иной деятельности должны применяться меры по сохранению водных биоресурсов и среды их обитания. (Деятельность, указанная в части 1 настоящей статьи, осуществляется только по согласованию с федеральным органом исполнительной власти в области рыболовства в порядке, установленном Правительством Российской Федерации).","статья 50 Федеральный закон от 20.12.2004 N 166-ФЗ (ред. от 24.06.2025) ""О рыболовстве и сохранении водных биологических ресурсов""",1,,
235,Контроль в области охраны животного мира,"Работы по строительству, реконструкции и капитальному ремонту объектов капитально строительства в водоеме или водотоке, а также их водоохранных зонах не проводятся в нерестовый период (15 апреля - 15 июня)","пункт 2_x0004_ Постановление Правительства РФ от 29.05.2025 N 785 ""Об утверждении Положения о мерах по сохранению водных биологических ресурсов и среды их обитания""",1,,
